formula,bg_type,bg_eV,bg_std_eV,ehull,screen_pass,source,structure_type,source_dir,source_file,cif_source,local_cif_name
ZrAgSCl2,Direct,0.5757,0.2834,Stable,Yes,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/AgZrSCl2.cif,PROJECT_ROOT/Data/predict_final_main6/ZrAgSCl2.cif,ZrAgSCl2.cif
ZrCoS2F,Direct,0.5512,0.5577,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/ZrCoS2F.cif,PROJECT_ROOT/Data/predict_final_main6/ZrCoS2F.cif,ZrCoS2F.cif
ZrCoTe2F,Direct,0.6715,0.6397,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/ZrCoTe2F.cif,PROJECT_ROOT/Data/predict_final_main6/ZrCoTe2F.cif,ZrCoTe2F.cif
ZrGeS2F,Direct,0.6024,0.31,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/ZrGeS2F.cif,PROJECT_ROOT/Data/predict_final_main6/ZrGeS2F.cif,ZrGeS2F.cif
ZrPtS2Cl,Direct,1.0626,0.6111,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/ZrPtS2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/ZrPtS2Cl.cif,ZrPtS2Cl.cif
ZrPtSe2Cl,Direct,0.6816,0.3114,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/ZrPtSe2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/ZrPtSe2Cl.cif,ZrPtSe2Cl.cif
ZrSF,Direct,0.7558,0.5019,Stable,Yes,dual_backbone_inorg,Type2_C_Ch_X,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/ZrSF.cif,PROJECT_ROOT/Data/predict_final_main6/ZrSF.cif,ZrSF.cif
ZrSI,Direct,0.9275,0.3501,Stable,Yes,dual_backbone_inorg,Type2_C_Ch_X,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/ZrSI.cif,PROJECT_ROOT/Data/predict_final_main6/ZrSI.cif,ZrSI.cif
ZrSeBr,Direct,0.5295,0.3815,Stable,Yes,dual_backbone_inorg,Type2_C_Ch_X,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/ZrSeBr.cif,PROJECT_ROOT/Data/predict_final_main6/ZrSeBr.cif,ZrSeBr.cif
ZrSeCl,Direct,0.6066,0.3469,Stable,Yes,dual_backbone_inorg,Type2_C_Ch_X,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/ZrSeCl.cif,PROJECT_ROOT/Data/predict_final_main6/ZrSeCl.cif,ZrSeCl.cif
ZrSnSe2Cl,Direct,0.5492,0.2594,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/ZrSnSe2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/ZrSnSe2Cl.cif,ZrSnSe2Cl.cif
ZrSnSe2F,Direct,0.5497,0.2377,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/ZrSnSe2F.cif,PROJECT_ROOT/Data/predict_final_main6/ZrSnSe2F.cif,ZrSnSe2F.cif
ZrSnTe2F,Direct,0.688,0.6312,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/ZrSnTe2F.cif,PROJECT_ROOT/Data/predict_final_main6/ZrSnTe2F.cif,ZrSnTe2F.cif
ZrTeCl,Direct,0.7116,0.3488,Stable,Yes,dual_backbone_inorg,Type2_C_Ch_X,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/ZrTeCl.cif,PROJECT_ROOT/Data/predict_final_main6/ZrTeCl.cif,ZrTeCl.cif
ZrTeF,Direct,0.5902,0.3861,Stable,Yes,dual_backbone_inorg,Type2_C_Ch_X,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/ZrTeF.cif,PROJECT_ROOT/Data/predict_final_main6/ZrTeF.cif,ZrTeF.cif
ZrZnSe2Cl,Direct,0.9274,0.2971,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/ZrZnSe2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/ZrZnSe2Cl.cif,ZrZnSe2Cl.cif
