ID,Band Gap (eV),Gap Type,Energy Above Hull (eV/atom)
mp-27473,3.9651,Direct,0.0000
mp-29178,4.6038,Indirect,0.0000
mp-29429,2.5075,Indirect,0.3336
mp-27379,2.1908,Indirect,0.1119
mp-554085,4.4226,Indirect,0.2447
mp-1204577,3.5551,Direct,0.4632
mp-28836,1.6616,Indirect,0.6281
mp-558387,4.2002,Direct,0.0000
mp-556778,4.8518,Indirect,0.0007
mp-4648,5.2046,Direct,0.0000
mp-29355,5.2511,Indirect,0.0000
mp-29903,4.4542,Indirect,0.0000
mp-541628,4.6339,Direct,0.0000
mp-556785,4.8863,Indirect,0.0000
mp-1091416,1.5171,Direct,0.0181
mp-1080438,1.2847,Direct,0.0000
mp-13287,0.9884,Direct,0.0000
mp-13339,0.7291,Indirect,0.0095
mp-16742,1.5110,Direct,0.0000
mp-1198428,2.8930,Direct,0.4592
mp-1208401,2.7599,Indirect,0.3266
mp-1208586,3.1123,Indirect,0.3180
mp-1216939,2.7386,Indirect,0.0000
mp-510727,3.1780,Indirect,0.0000
mp-554532,4.4880,Indirect,0.0000
mp-554523,2.7668,Indirect,0.0000
mp-554942,1.9198,Indirect,0.0000
mp-555034,1.9259,Indirect,0.0153
mp-556325,3.9746,Indirect,0.0000
mp-557231,3.7470,Indirect,0.0000
mp-557570,3.0984,Indirect,0.0000
mp-558502,1.4996,Indirect,0.0000
mp-558984,3.7146,Indirect,0.0000
mp-560280,3.3316,Indirect,0.2092
mp-560559,3.0474,Indirect,0.4563
mp-1331846,0.0245,Indirect,2.0413
mp-556053,3.5902,Indirect,0.3323
mp-559902,2.5918,Indirect,0.4604
mp-1192381,0.0494,Direct,0.1297
mp-1189372,2.7240,Indirect,0.2211
mp-612946,3.9669,Indirect,0.1073
mp-13551,3.2415,Indirect,0.0000
mp-555629,3.7741,Indirect,0.0000
mp-11014,4.8881,Indirect,0.0052
mp-561647,5.0319,Indirect,0.0000
mp-559932,4.2547,Indirect,0.0000
mp-1193891,0.0000,Metal,0.1775
mp-560578,3.3979,Indirect,0.0000
mp-1202734,2.4536,Indirect,0.0680
mp-1198846,0.6209,Indirect,0.5177
mp-633158,3.5809,Indirect,0.0000
mp-1204740,1.4780,Indirect,0.1399
mp-557736,2.2532,Indirect,0.3171
mp-669474,3.1862,Indirect,0.0103
mp-650943,2.1624,Direct,0.4934
mp-555202,5.0324,Indirect,0.0025
mp-720815,3.0626,Direct,0.0927
mp-698479,4.8825,Indirect,0.0000
mp-1179213,3.5886,Indirect,0.1757
mp-1179533,2.1588,Indirect,0.3826
mp-1200870,2.4156,Direct,0.2331
mp-29177,4.8686,Indirect,0.0000
mp-29144,4.5077,Indirect,0.0000
mp-29185,3.3892,Indirect,0.0000
mp-754462,0.9945,Indirect,0.0870
mp-1214752,0.0000,Metal,1.2003
mp-1214778,0.0000,Metal,1.1986
mp-1195320,2.5014,Indirect,0.2242
mp-557213,2.2919,Indirect,0.0470
mp-1192364,2.4788,Indirect,0.0000
mp-554413,0.0000,Metal,0.0432
mp-1204544,3.2424,Indirect,0.0214
mp-728416,0.5386,Indirect,0.1069
mp-1191341,4.6208,Indirect,0.0000
mp-1208334,0.0000,Metal,0.0714
mp-2228522,1.6392,Indirect,0.1854
mp-558138,1.5926,Indirect,0.1173
mp-2227262,1.3893,Indirect,0.1786
mp-2228593,1.5250,Indirect,0.1971
mp-558806,2.1512,Direct,0.1816
mp-1209223,0.0346,Indirect,0.7751
mp-554957,2.0111,Indirect,0.0168
mp-554818,3.1053,Indirect,0.0000
mp-561226,3.7899,Indirect,0.0000
mp-1179966,0.2650,Indirect,0.4515
mp-1198791,1.9537,Indirect,0.2064
mp-558675,2.1121,Indirect,0.2026
mp-1195987,0.4898,Indirect,1.1388
mp-560414,2.9955,Indirect,0.0052
mp-1208322,2.4973,Direct,0.0787
mp-1217532,2.9326,Direct,0.0079
mp-1217460,0.2658,Indirect,0.0253
mp-558136,3.0745,Indirect,0.0160
mp-1233467,1.5272,Indirect,0.1047
mp-1233771,2.2941,Indirect,0.1037
mp-1234072,1.9457,Indirect,0.1243
mp-1235055,0.9102,Indirect,0.0680
mp-1235165,0.8481,Indirect,0.0677
mp-1235761,0.7727,Indirect,0.0848
mp-1197551,0.0000,Metal,0.9259
mp-1194695,2.3970,Indirect,0.1779
mp-1194957,2.5668,Indirect,0.0802
mp-559834,2.5739,Direct,0.0853
mp-557494,2.8918,Indirect,0.1610
mp-27575,2.8675,Indirect,0.0020
mp-649177,2.1693,Indirect,0.0265
mp-680183,2.1603,Indirect,0.0081
mp-1194814,2.0657,Direct,0.2704
mp-560028,2.2523,Indirect,0.0000
mp-1195764,0.0000,Metal,0.0420
mp-540984,2.7227,Indirect,0.0141
mp-555419,2.1702,Indirect,0.1957
mp-680235,2.6359,Direct,0.0075
mp-709549,2.5998,Indirect,0.2812
mp-560802,2.3841,Direct,0.0082
mp-540553,2.3632,Direct,0.0081
mp-29074,1.0704,Direct,0.0897
mp-1205467,1.2372,Direct,0.0341
mp-648788,0.0000,Metal,0.2022
mp-649107,0.5590,Indirect,0.0274
mp-1209318,2.2268,Indirect,0.0720
mp-569561,3.1165,Indirect,0.0000
mp-540997,1.2641,Indirect,0.0000
mp-22945,0.7797,Direct,0.0000
mp-1018752,0.6571,Direct,0.0026
mp-1018667,0.0000,Metal,0.0309
mp-1018941,0.4210,Direct,0.0000
mp-1018818,0.4133,Direct,0.0001
mp-504630,1.6633,Direct,0.0000
mp-573751,3.3025,Indirect,0.0000
mp-669345,2.7878,Direct,0.0003
mp-669348,2.2165,Direct,0.0032
mp-28938,0.7027,Direct,0.0000
mp-28944,1.5135,Indirect,0.0000
mp-28330,1.5508,Indirect,0.0000
mp-29713,2.1717,Indirect,0.0108
mp-541877,2.6483,Indirect,0.0091
mp-571179,3.1559,Indirect,0.0012
mp-669325,0.0000,Metal,0.0227
mp-631398,0.0000,Metal,1.0971
mp-22975,2.6398,Indirect,0.0000
mp-23465,2.7815,Indirect,0.0000
mp-27833,2.5741,Indirect,0.0000
mp-569149,2.5557,Indirect,0.0000
mp-723393,0.7062,Indirect,1.0781
mp-644827,1.8037,Direct,0.0000
mp-27449,2.1702,Direct,0.0000
mp-29102,2.3567,Direct,0.0000
mp-1102615,0.0140,Indirect,0.0242
mp-1103189,0.8821,Direct,0.0000
mp-550564,0.0000,Metal,0.1194
mp-557992,3.0755,Indirect,0.0000
mp-616455,2.5316,Indirect,0.0342
mp-736257,0.0021,Indirect,1.6149
mp-759866,3.0969,Indirect,0.0233
mp-1104737,0.7145,Indirect,0.8447
mp-707765,3.3769,Indirect,0.0168
mp-738646,0.0000,Metal,0.4997
mp-1180423,0.0000,Metal,0.3907
mp-726716,0.0000,Metal,0.5475
mp-1196950,3.2599,Direct,0.0078
mp-1217378,2.0877,Indirect,0.0000
mp-557130,3.7044,Direct,0.0000
mp-950214,3.4748,Direct,0.0050
mp-559379,3.1556,Indirect,0.0000
mp-559805,3.8573,Indirect,0.0000
mp-1219504,2.6933,Indirect,0.0021
mp-628665,2.1634,Indirect,0.0000
mp-1235589,0.5885,Indirect,0.2085
mp-1193890,2.4894,Direct,0.0000
mp-1179291,0.0089,Indirect,0.9725
mp-1201918,3.2584,Direct,0.0061
mp-1202001,0.0000,Metal,1.4617
mp-600198,3.0652,Indirect,0.1067
mp-1197714,3.3389,Indirect,0.0063
mp-1217518,0.0494,Indirect,0.3427
mp-570177,3.1519,Indirect,0.0611
mp-680388,0.0001,Indirect,0.0091
mp-1196941,3.9733,Indirect,0.0652
mp-1197706,0.5398,Indirect,0.4473
mp-558504,3.7930,Indirect,0.0033
mp-1235303,0.3837,Indirect,0.2213
mp-1194678,2.8168,Indirect,0.0000
mp-1204279,1.7522,Direct,0.1131
mp-1208308,0.7074,Indirect,0.0163
mp-28176,1.5721,Direct,0.0099
mp-30971,0.5969,Indirect,0.0000
mp-540629,1.4498,Indirect,0.0027
mp-542662,1.4589,Indirect,0.0000
mp-569467,0.2316,Direct,0.0004
mp-662513,0.0000,Metal,0.0217
mp-541756,0.0000,Metal,0.0126
mp-581449,0.9304,Indirect,0.0026
mp-569684,3.0775,Direct,0.0000
mp-651409,1.8850,Direct,0.1297
mp-27852,1.9134,Indirect,0.0000
mp-1192488,0.0045,Indirect,0.1977
mp-1193877,1.2582,Indirect,0.0000
mp-28866,0.0000,Metal,0.0038
mp-28633,0.8927,Indirect,0.0144
mp-29428,1.1619,Direct,0.0049
mp-569824,0.0000,Metal,0.0242
mp-623135,1.3962,Indirect,0.0285
mp-665901,0.0000,Metal,0.8201
mp-773980,1.2266,Indirect,0.0329
mp-540628,1.3271,Direct,0.0000
mp-573465,0.1985,Direct,0.0000
mp-27490,0.0000,Metal,0.0000
mp-1193652,2.1542,Indirect,0.0000
mp-710168,2.5868,Indirect,0.0182
mp-554952,2.5594,Direct,0.0000
mp-560170,3.3387,Indirect,0.0000
mp-545344,0.2552,Indirect,0.1051
mp-550437,0.3767,Indirect,0.1151
mp-554135,1.2110,Indirect,0.1104
mp-559874,2.1486,Indirect,0.0072
mp-567543,0.2051,Indirect,0.0000
mp-1192395,3.0056,Indirect,0.0000
mp-1194704,0.6435,Indirect,0.0061
mp-558875,2.9145,Direct,0.0000
mp-567743,1.0432,Indirect,0.0000
mp-581276,0.0749,Indirect,0.0087
mp-1193732,1.4221,Indirect,0.0043
mp-554882,0.6082,Indirect,0.0000
mp-555884,0.6057,Indirect,0.0000
mp-1200931,0.8872,Indirect,0.0176
mp-1204489,0.5732,Indirect,0.0000
mp-1192807,0.0000,Metal,0.0340
mp-554401,0.0000,Metal,0.0092
mp-556868,0.0000,Metal,0.0000
mp-624117,2.2975,Indirect,0.0009
mp-572778,0.1785,Indirect,0.0613
mp-1226362,0.0000,Metal,0.0287
mp-1200140,1.9208,Indirect,0.0915
mp-1201326,2.1648,Indirect,0.0961
mp-27628,1.3552,Indirect,0.0000
mp-541868,0.0528,Indirect,0.0014
mp-2767093,0.4888,Indirect,0.0000
mp-1212726,1.3323,Indirect,0.0000
mp-1224202,0.6182,Direct,0.0708
mp-1223758,0.0000,Metal,0.1250
mp-562912,2.2763,Indirect,0.0000
mp-1198077,1.1293,Direct,0.0444
mp-1200464,1.9996,Indirect,0.0085
mp-1201019,2.2711,Indirect,0.0000
mp-617352,0.0000,Metal,0.0316
mp-1212325,0.3503,Indirect,0.9482
mp-1236964,0.0970,Direct,1.0775
mp-1218587,3.3574,Indirect,0.0000
mp-562004,2.1672,Indirect,0.0000
mp-562378,1.8677,Direct,0.0000
mp-646605,3.1308,Indirect,0.0000
mp-677467,2.6111,Indirect,0.0000
mp-682548,2.6571,Indirect,0.0000
mp-1201099,1.7100,Indirect,0.1924
mp-616228,0.0000,Metal,0.0219
mp-29991,1.3766,Direct,0.0047
mp-29419,1.2626,Indirect,0.0000
mp-29114,1.2693,Indirect,0.0000
mp-669521,2.4392,Indirect,0.0012
mp-1191023,2.4347,Indirect,0.0020
mp-1195835,1.2309,Direct,0.0000
mp-1198418,1.1624,Indirect,0.0000
mp-1205458,0.0735,Indirect,0.0502
mp-1229222,0.2208,Direct,0.0016
mp-653823,0.0638,Indirect,0.0454
mp-1199992,2.3912,Direct,0.0000
mp-1208669,2.5158,Direct,0.0000
mp-555161,3.0400,Indirect,0.0015
mp-561564,2.3649,Indirect,0.0181
mp-568916,1.9503,Direct,0.0000
mp-1188722,0.0000,Metal,0.1926
mp-1195865,1.4548,Indirect,0.0000
mp-1197627,0.2320,Indirect,0.0191
mp-1202980,3.1640,Indirect,0.0000
mp-1204459,0.8490,Indirect,0.0180
mp-555641,1.1900,Indirect,0.0078
mp-562327,1.8011,Indirect,0.0000
mp-699570,0.7846,Indirect,0.1713
mp-1233220,0.0000,Metal,0.1060
mp-1233289,0.0029,Indirect,0.1107
mp-1233439,0.0000,Metal,0.0674
mp-1233548,0.0000,Metal,0.0973
mp-1233587,0.0213,Indirect,0.1054
mp-1233675,0.0000,Metal,0.1144
mp-1233782,0.0000,Metal,0.0858
mp-1234061,0.0000,Metal,0.0910
mp-1234172,0.0000,Metal,0.0866
mp-1234722,0.0000,Metal,0.0974
mp-1234919,0.0000,Metal,0.1094
mp-1235024,0.0000,Metal,0.0399
mp-1235095,0.1990,Indirect,0.0493
mp-1235057,0.0282,Indirect,0.0355
mp-1235031,0.0105,Indirect,0.0335
mp-1235324,0.1027,Indirect,0.0358
mp-1235201,0.0095,Indirect,0.0469
mp-1235510,0.0922,Indirect,0.0431
mp-1235735,0.0000,Metal,0.0429
mp-1236046,0.1048,Indirect,0.0545
mp-1236135,0.0000,Metal,0.0288
mp-1213361,1.9778,Indirect,0.0075
mp-1225925,0.0000,Metal,0.0139
mp-1197762,3.6276,Indirect,0.0000
mp-1212800,0.1149,Indirect,0.1255
mp-1235262,0.1826,Indirect,0.0646
mp-1356028,0.0859,Indirect,3.4928
mp-558663,0.5422,Indirect,0.0000
mp-561174,0.0000,Metal,0.0016
mp-743878,1.5179,Indirect,0.0000
mp-1217748,0.5747,Indirect,0.0254
mp-558364,0.0000,Metal,0.0151
mp-559046,2.6911,Indirect,0.0000
mp-683957,1.4914,Indirect,0.0000
mp-1105647,1.1251,Indirect,0.0000
mp-979264,1.0896,Indirect,0.0000
mp-31305,1.0069,Indirect,0.0058
mp-31304,1.0132,Indirect,0.0067
mp-27808,3.0146,Indirect,0.0022
mp-555442,2.7053,Indirect,0.0000
mp-558759,3.3605,Indirect,0.0076
mp-645953,0.0215,Indirect,0.0136
mp-703866,0.7266,Direct,0.0071
mp-1193541,1.4006,Indirect,0.0575
mp-1193756,1.4044,Indirect,0.0477
mp-30097,0.8311,Indirect,0.0000
mp-30096,1.2797,Indirect,0.0006
mp-1203316,1.3777,Indirect,0.0009
mp-683967,3.4292,Direct,0.0000
mp-697593,0.6448,Indirect,0.0303
mp-1173616,2.6540,Direct,0.0000
mp-1173622,2.6886,Direct,0.0000
mp-1173624,2.6333,Direct,0.0000
mp-1173612,2.6893,Direct,0.0000
mp-1191663,0.1776,Indirect,0.1017
mp-624000,0.2049,Indirect,0.1334
mp-29499,0.9398,Indirect,0.0000
mp-29708,0.9155,Direct,0.0046
mp-1197560,1.4761,Indirect,0.0017
mp-1203106,1.4002,Direct,0.0000
mp-1220960,1.4673,Indirect,0.0004
mp-1225073,1.4202,Indirect,0.0000
mp-1195918,1.4941,Indirect,0.0000
mp-1196993,1.1443,Indirect,0.0029
mp-1200510,1.4978,Indirect,0.0000
mp-1203469,1.3095,Direct,0.0253
mp-1226154,0.0000,Metal,0.0183
mp-570277,0.0000,Metal,0.0679
mp-680161,0.0000,Metal,0.0000
mp-1217517,0.1323,Direct,0.0768
mp-557285,2.8672,Indirect,0.0000
mp-1203042,0.8856,Indirect,0.0000
mp-1201961,0.8944,Indirect,0.0000
mp-27648,0.6563,Indirect,0.0000
mp-29236,1.7356,Direct,0.0000
mp-31036,0.7461,Indirect,0.0000
mp-1188637,0.2368,Direct,0.0016
mp-33723,1.2364,Indirect,0.0000
mp-29190,0.8579,Direct,0.1072
mp-1198669,0.0537,Direct,0.0000
mp-1212594,1.3042,Direct,0.0000
mp-1212718,1.3147,Indirect,0.0000
mp-1214871,1.8972,Direct,0.1551
mp-1215016,0.2079,Direct,0.0008
mp-568778,0.8012,Indirect,0.0000
mp-1224103,0.0000,Metal,0.0683
mp-1403285,0.0000,Metal,1.6625
mp-1223756,0.0000,Metal,0.1331
mp-556060,0.3427,Indirect,0.0956
mp-557410,1.9685,Indirect,0.0139
mp-1191326,2.9011,Indirect,0.0183
mp-1201424,1.0909,Indirect,0.0000
mp-554007,1.8634,Indirect,0.0118
mp-571177,1.2572,Indirect,0.0109
mp-559895,0.5857,Indirect,0.0034
mp-863764,0.6717,Direct,0.1378
mp-27853,1.7040,Indirect,0.0000
mp-29251,2.5231,Direct,0.0090
mp-1193128,2.5124,Direct,0.0000
mp-572313,0.0000,Metal,0.0136
mp-1196951,1.2014,Indirect,0.0000
mp-581171,2.2652,Indirect,0.0085
mp-704879,0.0000,Metal,0.0000
mp-1202377,2.8298,Indirect,0.0000
mp-1217453,1.9230,Indirect,0.0000
mp-1197646,3.0197,Direct,0.0000
mp-558350,3.3087,Indirect,0.0000
mp-687088,2.4162,Indirect,0.0667
mp-1198919,3.2962,Indirect,0.0000
mp-542807,0.0601,Indirect,0.0188
mp-1106129,1.8311,Direct,0.0456
mp-557322,0.8600,Indirect,0.1678
mp-1193463,2.6949,Indirect,0.0000
mp-555814,0.0091,Direct,0.0238
mp-559681,0.0000,Metal,0.0105
mp-1199575,0.4324,Indirect,0.0000
mp-2228512,0.0000,Metal,0.0937
mp-561705,2.6795,Indirect,0.0953
mp-676260,0.0000,Metal,0.0624
mp-28038,0.5947,Indirect,0.0000
mp-570125,1.8821,Indirect,0.0000
mp-1188957,1.1540,Indirect,0.0540
mp-1205332,1.1601,Indirect,0.0637
mp-1209284,0.0000,Metal,0.0068
mp-622262,1.1825,Indirect,0.0428
mp-568386,0.9637,Indirect,0.0021
mp-568392,0.8722,Indirect,0.0000
mp-1205099,3.7170,Indirect,0.0593
mp-1208424,2.5242,Indirect,0.0000
mp-29127,1.0593,Indirect,0.0281
mp-638749,0.7702,Indirect,0.0000
mp-29097,2.0454,Indirect,0.0000
mp-662556,1.9421,Indirect,0.0000
mp-1227641,1.0231,Indirect,0.0372
mp-1233562,1.9302,Indirect,0.1446
mp-1234074,0.4121,Indirect,0.1445
mp-1234529,0.5878,Indirect,0.1993
mp-28671,1.1062,Indirect,0.0000
mp-542131,0.0940,Indirect,0.0724
mp-669328,1.2721,Indirect,0.1605
mp-555275,0.5461,Indirect,0.0270
mp-1198792,0.5302,Indirect,0.0595
mp-1104734,0.0000,Metal,0.0291
mp-23411,2.1407,Indirect,0.0103
mp-31076,2.1632,Indirect,0.0000
mp-1208558,0.0000,Metal,0.7083
mp-22963,2.3360,Indirect,0.0000
mp-569830,1.3274,Indirect,0.0423
mp-29427,1.1942,Indirect,0.0055
mp-1079732,0.0000,Metal,1.0982
mp-23405,2.1121,Indirect,0.0000
mp-23383,2.0509,Indirect,0.0008
mp-23505,1.9579,Indirect,0.0232
mp-1196489,0.3281,Direct,1.1055
mp-570324,2.1010,Indirect,0.0000
mp-1180598,0.0406,Indirect,0.5672
mp-740696,2.1486,Indirect,0.0000
mp-639164,2.2401,Indirect,0.0000
mp-1199775,0.6633,Indirect,0.5519
mp-1221809,0.6776,Indirect,0.4476
mp-540998,1.0553,Indirect,0.0000
mp-570186,1.0077,Indirect,0.0000
mp-623087,1.1924,Indirect,0.0066
mp-1193453,1.3070,Indirect,0.0493
mp-1198778,1.4039,Direct,0.0488
mp-541134,0.8075,Indirect,0.3279
mp-29715,0.0000,Metal,0.0114
mp-29716,2.1847,Indirect,0.0000
mp-560333,1.0323,Indirect,0.0020
mp-1233008,0.3052,Indirect,0.0513
mp-1233394,0.9381,Indirect,0.0929
mp-1234664,0.0000,Metal,0.1126
mp-1235131,0.3071,Indirect,0.0335
mp-1234934,0.0000,Metal,0.0822
mp-1235409,0.2835,Indirect,0.0464
mp-1235353,0.2672,Indirect,0.0336
mp-1235468,0.2992,Indirect,0.0520
mp-1235788,0.2706,Indirect,0.0361
mp-1236376,0.2446,Indirect,0.0478
mp-1236401,0.3088,Indirect,0.0479
mp-1236727,0.2246,Indirect,0.0366
mp-28672,2.4195,Indirect,0.0000
mp-1217490,0.3609,Direct,0.0729
mp-1217513,0.1602,Direct,0.1022
mp-1217500,2.4190,Indirect,0.0111
mp-1199238,0.0040,Indirect,0.0478
mp-1195449,3.1077,Direct,0.0000
mp-569766,0.7871,Indirect,0.0000
mp-23273,0.7793,Direct,0.0066
mp-27655,0.6558,Direct,0.0000
mp-1101132,0.0000,Metal,0.0948
mp-28051,0.8429,Indirect,0.0034
mp-29748,0.0000,Metal,0.0000
mp-27741,1.1214,Indirect,0.0000
mp-28745,0.7160,Indirect,0.0000
mp-29234,1.7076,Direct,0.0000
mp-31037,0.8278,Indirect,0.0000
mp-505088,0.5477,Direct,0.0000
mp-28798,0.0000,Metal,0.2204
mp-22965,1.2325,Indirect,0.0000
mp-23435,0.1682,Indirect,0.0388
mp-28691,0.5627,Indirect,0.0000
mp-27527,0.0000,Metal,0.0000
mp-570431,1.0025,Indirect,0.1757
mp-28608,1.2591,Indirect,0.0000
mp-28693,2.1166,Indirect,0.1545
mp-616327,1.1004,Indirect,0.0000
mp-1217385,0.6157,Indirect,0.0103
mp-541032,0.3352,Indirect,0.0288
mp-1224032,1.0658,Indirect,0.0569
mp-1182473,0.0000,Metal,1.0604
mp-669434,0.0000,Metal,0.1318
mp-559332,2.3576,Indirect,0.0073
mp-684006,0.6233,Direct,0.0064
mp-1179287,1.2638,Indirect,0.5086
mp-1194196,0.6393,Indirect,0.5062
mp-726119,0.7506,Indirect,0.5982
mp-1196231,0.1183,Indirect,0.4430
mp-1198395,0.0454,Indirect,0.4707
mp-1223909,0.4591,Direct,0.0240
mp-862773,0.7359,Direct,0.0686
mp-2213515,0.1112,Indirect,0.0220
mp-542180,1.0334,Indirect,0.0000
mp-28579,1.4667,Direct,0.0000
mp-543029,0.0000,Metal,0.0000
mp-2458827,0.3673,Indirect,0.0000
mp-573321,0.5150,Indirect,0.0080
mp-1217461,0.7676,Indirect,0.2162
mp-1189348,0.0000,Metal,0.3260
mp-685011,0.0000,Metal,0.1867
mp-540924,0.4578,Indirect,0.0000
mp-1201330,1.0201,Direct,0.0487
mp-1188875,0.9892,Direct,0.0529
mp-1205361,1.0601,Direct,0.0613
mp-1204668,2.2596,Indirect,0.0000
mp-1217312,0.1278,Indirect,0.1020
mp-651155,1.7649,Indirect,0.0025
mp-567914,1.5019,Indirect,0.0069
mp-1101136,0.0000,Metal,0.1662
mp-567269,1.8804,Indirect,0.0021
mp-570884,1.8563,Direct,0.0000
mp-651961,0.9756,Indirect,0.2661
mp-1179214,0.0000,Metal,1.9616
mp-2899495,0.0000,Metal,2.0911
mp-558408,0.2498,Indirect,0.0065
mp-582657,0.3963,Indirect,0.0000
mp-680836,0.3919,Indirect,0.0209
mp-1227670,1.4188,Direct,0.0336
mp-1193838,1.1657,Indirect,0.0411
mp-28070,1.6225,Indirect,0.0000
mp-1217700,0.5858,Indirect,0.9315
mp-27688,1.7449,Indirect,0.0000
mp-31077,1.6844,Indirect,0.0000
mp-725133,0.0000,Metal,1.2051
mp-1192722,1.0014,Indirect,0.0496
mp-570873,0.7654,Indirect,0.0896
mp-540957,1.3877,Indirect,0.0000
mp-1179109,0.6506,Indirect,1.6119
mp-1180390,0.2471,Indirect,0.5823
mp-2205701,0.0000,Metal,0.1533
mp-725294,0.0000,Metal,0.0000
mp-2766281,0.0000,Metal,0.1528
mp-567713,0.4801,Direct,0.0009
mp-29117,0.5502,Indirect,0.0062
mp-29689,0.5137,Indirect,0.0000
mp-28464,0.8463,Indirect,0.0000
mp-680058,1.7538,Indirect,0.0000
mp-29541,1.5853,Indirect,0.0000
mp-29407,1.8846,Indirect,0.0000
mp-560687,0.6455,Indirect,0.1417
mp-1218092,0.4259,Indirect,0.0047
mp-1208488,0.0000,Metal,0.3417
mp-28470,0.0000,Metal,0.0019
mp-505260,1.1881,Indirect,0.0480
mp-675194,0.1656,Indirect,0.3486
