formula,in_final_main6,in_excluded_training_overlap,final_file,excluded_file,dft_files,main6_type,main6_source_dir
YAgTeBr2,Yes,No,YAgTeBr2.cif,,AgYTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
YAgTeCl2,Yes,No,YAgTeCl2.cif,,AgYTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
YAgTeI2,Yes,No,YAgTeI2.cif,,AgYTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
YAuSBr2,Yes,No,YAuSBr2.cif,,AuYSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
YAuSCl2,Yes,No,YAuSCl2.cif,,AuYSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
YAuSI2,Yes,No,YAuSI2.cif,,AuYSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
YAuSeBr2,Yes,No,YAuSeBr2.cif,,AuYSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
YAuSeCl2,Yes,No,YAuSeCl2.cif,,AuYSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
YAuSeI2,Yes,No,YAuSeI2.cif,,AuYSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
YCuSBr2,Yes,No,YCuSBr2.cif,,CuYSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
YCuSCl2,Yes,No,YCuSCl2.cif,,CuYSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
YCuSI2,Yes,No,YCuSI2.cif,,CuYSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
YCuSeBr2,Yes,No,YCuSeBr2.cif,,CuYSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
YCuSeCl2,Yes,No,YCuSeCl2.cif,,CuYSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
YCuSeI2,Yes,No,YCuSeI2.cif,,CuYSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
YCuTeBr2,Yes,No,YCuTeBr2.cif,,CuYTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
YCuTeCl2,Yes,No,YCuTeCl2.cif,,CuYTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
YCuTeI2,Yes,No,YCuTeI2.cif,,CuYTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
YTeAuBr2,Yes,No,YTeAuBr2.cif,,AuYTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
YTeAuCl2,Yes,No,YTeAuCl2.cif,,AuYTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
YTeAuI2,Yes,No,YTeAuI2.cif,,AuYTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
