formula,reduced_formula,b_site_plus2,c_site_plus3,chalcogen_minus2,halide_minus1,template,charge_check
Sn2YTe2F3,YSn2Te2F3,Sn,Y,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2YTe2Cl3,YSn2Te2Cl3,Sn,Y,Te,Cl,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2YTe2Br3,YSn2Te2Br3,Sn,Y,Te,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2YTe2I3,YSn2Te2I3,Sn,Y,Te,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LaS2F3,LaSn2S2F3,Sn,La,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LaS2Cl3,LaSn2S2Cl3,Sn,La,S,Cl,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LaS2Br3,LaSn2S2Br3,Sn,La,S,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LaS2I3,LaSn2S2I3,Sn,La,S,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LaSe2F3,LaSn2Se2F3,Sn,La,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LaSe2Cl3,LaSn2Se2Cl3,Sn,La,Se,Cl,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LaSe2Br3,LaSn2Se2Br3,Sn,La,Se,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LaSe2I3,LaSn2Se2I3,Sn,La,Se,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LaTe2F3,LaSn2Te2F3,Sn,La,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LaTe2Cl3,LaSn2Te2Cl3,Sn,La,Te,Cl,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LaTe2Br3,LaSn2Te2Br3,Sn,La,Te,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LaTe2I3,LaSn2Te2I3,Sn,La,Te,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LuS2F3,LuSn2S2F3,Sn,Lu,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LuS2Cl3,LuSn2S2Cl3,Sn,Lu,S,Cl,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LuS2Br3,LuSn2S2Br3,Sn,Lu,S,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LuS2I3,LuSn2S2I3,Sn,Lu,S,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LuSe2F3,LuSn2Se2F3,Sn,Lu,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LuSe2Cl3,LuSn2Se2Cl3,Sn,Lu,Se,Cl,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LuSe2Br3,LuSn2Se2Br3,Sn,Lu,Se,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LuSe2I3,LuSn2Se2I3,Sn,Lu,Se,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LuTe2F3,LuSn2Te2F3,Sn,Lu,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LuTe2Cl3,LuSn2Te2Cl3,Sn,Lu,Te,Cl,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LuTe2Br3,LuSn2Te2Br3,Sn,Lu,Te,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2LuTe2I3,LuSn2Te2I3,Sn,Lu,Te,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2BiS2F3,Sn2BiS2F3,Sn,Bi,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2BiS2Cl3,Sn2BiS2Cl3,Sn,Bi,S,Cl,Ge2BiS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2BiS2Br3,Sn2BiS2Br3,Sn,Bi,S,Br,Ge2BiS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2BiS2I3,Sn2BiS2I3,Sn,Bi,S,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2BiSe2F3,Sn2BiSe2F3,Sn,Bi,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2BiSe2Cl3,Sn2BiSe2Cl3,Sn,Bi,Se,Cl,Ge2BiSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2BiSe2Br3,Sn2BiSe2Br3,Sn,Bi,Se,Br,Ge2BiSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2BiSe2I3,Sn2BiSe2I3,Sn,Bi,Se,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2BiTe2F3,Sn2BiTe2F3,Sn,Bi,Te,F,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2BiTe2Cl3,Sn2BiTe2Cl3,Sn,Bi,Te,Cl,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2BiTe2Br3,Sn2BiTe2Br3,Sn,Bi,Te,Br,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2SbS2Cl3,Sn2SbS2Cl3,Sn,Sb,S,Cl,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2SbS2Br3,Sn2SbS2Br3,Sn,Sb,S,Br,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2SbS2I3,Sn2SbS2I3,Sn,Sb,S,I,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2SbSe2Cl3,Sn2SbSe2Cl3,Sn,Sb,Se,Cl,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2SbSe2Br3,Sn2SbSe2Br3,Sn,Sb,Se,Br,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2SbSe2I3,Sn2SbSe2I3,Sn,Sb,Se,I,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2SbTe2Cl3,Sn2SbTe2Cl3,Sn,Sb,Te,Cl,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2SbTe2Br3,Sn2SbTe2Br3,Sn,Sb,Te,Br,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2SbTe2I3,Sn2SbTe2I3,Sn,Sb,Te,I,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TiS2F3,TiSn2S2F3,Sn,Ti,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TiS2Cl3,TiSn2S2Cl3,Sn,Ti,S,Cl,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TiS2Br3,TiSn2S2Br3,Sn,Ti,S,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TiS2I3,TiSn2S2I3,Sn,Ti,S,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TiSe2F3,TiSn2Se2F3,Sn,Ti,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TiSe2Cl3,TiSn2Se2Cl3,Sn,Ti,Se,Cl,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TiSe2Br3,TiSn2Se2Br3,Sn,Ti,Se,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TiSe2I3,TiSn2Se2I3,Sn,Ti,Se,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TiTe2F3,TiSn2Te2F3,Sn,Ti,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TiTe2Cl3,TiSn2Te2Cl3,Sn,Ti,Te,Cl,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TiTe2Br3,TiSn2Te2Br3,Sn,Ti,Te,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TiTe2I3,TiSn2Te2I3,Sn,Ti,Te,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2VS2F3,VSn2S2F3,Sn,V,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2VS2Cl3,VSn2S2Cl3,Sn,V,S,Cl,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2VS2Br3,VSn2S2Br3,Sn,V,S,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2VS2I3,VSn2S2I3,Sn,V,S,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2VSe2F3,VSn2Se2F3,Sn,V,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2VSe2Cl3,VSn2Se2Cl3,Sn,V,Se,Cl,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2VSe2Br3,VSn2Se2Br3,Sn,V,Se,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2VSe2I3,VSn2Se2I3,Sn,V,Se,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2VTe2F3,VSn2Te2F3,Sn,V,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2VTe2Cl3,VSn2Te2Cl3,Sn,V,Te,Cl,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2VTe2Br3,VSn2Te2Br3,Sn,V,Te,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2VTe2I3,VSn2Te2I3,Sn,V,Te,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2NbS2F3,NbSn2S2F3,Sn,Nb,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2NbS2Cl3,NbSn2S2Cl3,Sn,Nb,S,Cl,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2NbS2Br3,NbSn2S2Br3,Sn,Nb,S,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2NbS2I3,NbSn2S2I3,Sn,Nb,S,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2NbSe2F3,NbSn2Se2F3,Sn,Nb,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2NbSe2Cl3,NbSn2Se2Cl3,Sn,Nb,Se,Cl,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2NbSe2Br3,NbSn2Se2Br3,Sn,Nb,Se,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2NbSe2I3,NbSn2Se2I3,Sn,Nb,Se,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2NbTe2F3,NbSn2Te2F3,Sn,Nb,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2NbTe2Cl3,NbSn2Te2Cl3,Sn,Nb,Te,Cl,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2NbTe2Br3,NbSn2Te2Br3,Sn,Nb,Te,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2NbTe2I3,NbSn2Te2I3,Sn,Nb,Te,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2MoS2F3,Sn2MoS2F3,Sn,Mo,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2MoS2Cl3,Sn2MoS2Cl3,Sn,Mo,S,Cl,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2MoS2Br3,Sn2MoS2Br3,Sn,Mo,S,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2MoS2I3,Sn2MoS2I3,Sn,Mo,S,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2MoSe2F3,Sn2MoSe2F3,Sn,Mo,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2MoSe2Cl3,Sn2MoSe2Cl3,Sn,Mo,Se,Cl,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2MoSe2Br3,Sn2MoSe2Br3,Sn,Mo,Se,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2MoSe2I3,Sn2MoSe2I3,Sn,Mo,Se,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2MoTe2F3,Sn2Te2MoF3,Sn,Mo,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2MoTe2Cl3,Sn2Te2MoCl3,Sn,Mo,Te,Cl,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2MoTe2Br3,Sn2Te2MoBr3,Sn,Mo,Te,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2MoTe2I3,Sn2Te2MoI3,Sn,Mo,Te,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2ZrS2F3,ZrSn2S2F3,Sn,Zr,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2ZrS2Cl3,ZrSn2S2Cl3,Sn,Zr,S,Cl,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2ZrS2Br3,ZrSn2S2Br3,Sn,Zr,S,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2ZrS2I3,ZrSn2S2I3,Sn,Zr,S,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2ZrSe2F3,ZrSn2Se2F3,Sn,Zr,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2ZrSe2Cl3,ZrSn2Se2Cl3,Sn,Zr,Se,Cl,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2ZrSe2Br3,ZrSn2Se2Br3,Sn,Zr,Se,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2ZrSe2I3,ZrSn2Se2I3,Sn,Zr,Se,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2ZrTe2F3,ZrSn2Te2F3,Sn,Zr,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2ZrTe2Cl3,ZrSn2Te2Cl3,Sn,Zr,Te,Cl,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2ZrTe2Br3,ZrSn2Te2Br3,Sn,Zr,Te,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2ZrTe2I3,ZrSn2Te2I3,Sn,Zr,Te,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2HfS2F3,HfSn2S2F3,Sn,Hf,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2HfS2Cl3,HfSn2S2Cl3,Sn,Hf,S,Cl,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2HfS2Br3,HfSn2S2Br3,Sn,Hf,S,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2HfS2I3,HfSn2S2I3,Sn,Hf,S,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2HfSe2F3,HfSn2Se2F3,Sn,Hf,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2HfSe2Cl3,HfSn2Se2Cl3,Sn,Hf,Se,Cl,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2HfSe2Br3,HfSn2Se2Br3,Sn,Hf,Se,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2HfSe2I3,HfSn2Se2I3,Sn,Hf,Se,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2HfTe2F3,HfSn2Te2F3,Sn,Hf,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2HfTe2Cl3,HfSn2Te2Cl3,Sn,Hf,Te,Cl,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2HfTe2Br3,HfSn2Te2Br3,Sn,Hf,Te,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2HfTe2I3,HfSn2Te2I3,Sn,Hf,Te,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TaS2F3,TaSn2S2F3,Sn,Ta,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TaS2Cl3,TaSn2S2Cl3,Sn,Ta,S,Cl,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TaS2Br3,TaSn2S2Br3,Sn,Ta,S,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TaS2I3,TaSn2S2I3,Sn,Ta,S,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TaSe2F3,TaSn2Se2F3,Sn,Ta,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TaSe2Cl3,TaSn2Se2Cl3,Sn,Ta,Se,Cl,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TaSe2Br3,TaSn2Se2Br3,Sn,Ta,Se,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TaSe2I3,TaSn2Se2I3,Sn,Ta,Se,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TaTe2F3,TaSn2Te2F3,Sn,Ta,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TaTe2Cl3,TaSn2Te2Cl3,Sn,Ta,Te,Cl,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TaTe2Br3,TaSn2Te2Br3,Sn,Ta,Te,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2TaTe2I3,TaSn2Te2I3,Sn,Ta,Te,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2WS2F3,Sn2WS2F3,Sn,W,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2WS2Cl3,Sn2WS2Cl3,Sn,W,S,Cl,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2WS2Br3,Sn2WS2Br3,Sn,W,S,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2WS2I3,Sn2WS2I3,Sn,W,S,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2WSe2F3,Sn2WSe2F3,Sn,W,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2WSe2Cl3,Sn2WSe2Cl3,Sn,W,Se,Cl,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2WSe2Br3,Sn2WSe2Br3,Sn,W,Se,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2WSe2I3,Sn2WSe2I3,Sn,W,Se,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2WTe2F3,Sn2Te2WF3,Sn,W,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2WTe2Cl3,Sn2Te2WCl3,Sn,W,Te,Cl,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2WTe2Br3,Sn2Te2WBr3,Sn,W,Te,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2WTe2I3,Sn2Te2WI3,Sn,W,Te,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2FeS2F3,FeSn2S2F3,Sn,Fe,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2FeS2Cl3,FeSn2S2Cl3,Sn,Fe,S,Cl,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2FeS2Br3,FeSn2S2Br3,Sn,Fe,S,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2FeS2I3,FeSn2S2I3,Sn,Fe,S,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2FeSe2F3,FeSn2Se2F3,Sn,Fe,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2FeSe2Cl3,FeSn2Se2Cl3,Sn,Fe,Se,Cl,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2FeSe2Br3,FeSn2Se2Br3,Sn,Fe,Se,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2FeSe2I3,FeSn2Se2I3,Sn,Fe,Se,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2FeTe2F3,FeSn2Te2F3,Sn,Fe,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2FeTe2Cl3,FeSn2Te2Cl3,Sn,Fe,Te,Cl,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2FeTe2Br3,FeSn2Te2Br3,Sn,Fe,Te,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2FeTe2I3,FeSn2Te2I3,Sn,Fe,Te,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RuS2F3,Sn2RuS2F3,Sn,Ru,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RuS2Cl3,Sn2RuS2Cl3,Sn,Ru,S,Cl,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RuS2Br3,Sn2RuS2Br3,Sn,Ru,S,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RuS2I3,Sn2RuS2I3,Sn,Ru,S,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RuSe2F3,Sn2RuSe2F3,Sn,Ru,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RuSe2Cl3,Sn2RuSe2Cl3,Sn,Ru,Se,Cl,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
